CallType,fund,sal,voice2percent,maxfund,minfund,cvfund,meanspect,stdspect,skewspect,kurtosisspect,entropyspect,q1,q2,q3,meantime,stdtime,skewtime,kurtosistime,entropytime,rms,maxamp
DC,728.729022,0.726743,0.000000,796.238718,653.737177,0.058941,3812.378877,1120.686833,-0.098627,5.388050,0.769201,3409.376953,3671.636719,4696.833984,175.086992,38.139918,0.135496,1.899425,0.928679,0.084641,0.103327
DC,718.297959,0.718307,9.482759,784.518797,598.146033,0.051032,4202.097583,1121.804703,-1.063077,5.478079,0.732349,3647.794922,4339.207031,5006.777344,175.047702,38.007796,-0.097819,1.828165,0.936098,0.069251,0.086583
DC,733.586407,0.709826,6.976744,825.227318,601.921298,0.082958,4049.788497,1328.334356,-0.758798,4.377114,0.749105,3600.111328,4339.207031,4911.410156,175.015215,43.015337,0.199950,1.892578,0.936644,0.050644,0.073462
DC,747.189507,0.692865,0.000000,827.913492,661.152709,0.056578,3973.104522,1122.703961,-1.038555,5.799411,0.755559,3552.427734,4148.472656,4720.675781,175.212482,38.947811,0.045160,1.750010,0.937399,0.063579,0.075355
DC,742.745083,0.761931,4.504505,1154.870571,572.444785,0.085328,3945.329356,749.163174,-1.312187,11.072325,0.658760,3671.636719,4053.105469,4124.630859,175.035209,36.797745,0.288246,1.867527,0.928300,0.074537,0.120557
DC,715.397905,0.726295,14.166667,833.267124,304.651306,0.113160,4271.808776,607.167908,-1.269988,16.278711,0.610168,4148.472656,4219.998047,4315.365234,175.147603,38.286664,-0.223765,1.851820,0.926765,0.128593,0.192114
DC,734.716401,0.710570,9.166667,1414.634757,400.472736,0.129140,4060.709205,825.497288,-0.534504,9.906900,0.708230,3647.794922,4148.472656,4363.048828,175.214775,38.447675,0.185225,1.783524,0.931882,0.086405,0.121720
DC,734.740966,0.732576,3.669725,829.558280,300.121366,0.111312,4139.194799,765.525212,-0.825935,11.956209,0.635627,4076.947266,4148.472656,4529.941406,175.101685,38.498894,0.701949,2.307959,0.910841,0.092363,0.160605
DC,731.200191,0.728532,0.925926,828.987206,614.917594,0.073428,4122.090878,816.712979,-0.789544,9.539632,0.689748,3886.212891,4219.998047,4529.941406,175.119202,38.604352,-0.018211,1.758204,0.937399,0.100233,0.117109
DC,593.469041,0.918519,2.904564,617.661056,519.616120,0.046091,2587.204052,1191.069908,0.300003,2.669779,0.558155,1239.773438,2455.705078,3671.636719,174.702386,57.107474,-0.349935,2.365511,0.953877,0.018567,0.021660
DC,635.048514,0.905850,0.000000,675.639906,517.903877,0.059209,3061.616671,720.817536,1.378772,13.001735,0.610083,2622.597656,2884.857422,3337.851562,174.832309,58.617734,-0.185446,2.187326,0.958690,0.057371,0.065094
DC,594.431170,0.891486,4.320988,629.101068,532.558975,0.047692,2808.849133,698.578160,1.266207,14.902923,0.650165,2455.705078,2932.541016,3051.750000,174.394219,41.395456,0.091118,2.036398,0.954233,0.056408,0.060483
DC,639.062043,0.922711,1.034483,666.887010,560.480863,0.046080,2923.800777,1101.985731,0.137475,4.078370,0.603442,2002.710938,3099.433594,3933.896484,174.951204,73.002430,-0.223322,2.209079,0.969370,0.055215,0.061341
DC,629.211528,0.892364,1.260504,658.745289,531.913174,0.061430,3341.076071,1035.064401,-0.120680,4.122575,0.700196,2622.597656,3290.167969,3933.896484,174.765978,64.148230,0.118494,1.926866,0.972400,0.058195,0.063699
DC,609.309248,0.906384,2.024291,645.102549,395.681077,0.069887,3313.291966,971.882772,-0.152555,3.563618,0.671864,2884.857422,3194.800781,3886.212891,174.600126,64.541372,0.002107,2.014320,0.965953,0.064427,0.074779
DC,591.147089,0.853932,0.000000,615.111247,505.351500,0.040213,2446.766435,1175.986192,0.821359,5.058831,0.651439,1668.925781,2408.021484,3528.585938,175.080254,33.523873,-0.121952,2.135863,0.937308,0.018522,0.020984
DC,655.672111,0.927800,1.307190,688.587112,551.268998,0.053589,3052.412334,1093.623268,0.354748,6.030885,0.633656,2241.128906,3337.851562,3409.376953,176.118654,74.779611,-0.051536,2.060403,0.973331,0.044899,0.050830
DC,626.802296,0.923643,0.000000,656.178269,537.011148,0.053227,2728.525719,924.476896,0.533472,7.433298,0.600911,2455.705078,2598.755859,3266.326172,175.121385,72.349663,-0.126686,2.032043,0.967765,0.049238,0.054072
DC,605.347098,0.860693,3.144654,696.499345,559.097222,0.034589,2333.249319,1158.150371,0.803868,3.982949,0.633860,1215.931641,1859.660156,3504.744141,175.205429,46.324776,-0.044791,1.849231,0.956194,0.022864,0.023032
DC,589.457980,0.816490,0.000000,622.277250,534.796436,0.050691,3056.946484,821.831824,0.340232,5.675010,0.659517,2622.597656,3027.908203,3194.800781,174.870156,24.995281,-0.071462,2.175546,0.915777,0.054177,0.062235
DC,649.188201,0.939865,0.845070,1054.184446,590.675310,0.045700,3300.279121,656.000433,0.627811,24.176585,0.514606,3242.484375,3314.009766,3337.851562,184.725289,92.444523,-0.177259,1.908820,0.993388,0.050297,0.056292
DC,641.732930,0.906306,1.282051,1446.531474,537.784119,0.127468,3273.749093,679.731293,-0.105801,12.724706,0.612907,3147.117188,3242.484375,3719.320312,175.199169,63.424606,0.151471,1.929307,0.970534,0.063753,0.071829
DC,625.478987,0.902858,1.239669,658.942997,530.840000,0.059407,3260.905377,674.695061,-0.133413,12.064845,0.598512,3147.117188,3242.484375,3528.585938,174.984396,63.494037,0.050425,1.975801,0.969270,0.063255,0.071848
DC,670.552681,0.917598,3.428571,702.435170,582.036043,0.045792,3641.964808,1086.975034,-0.013682,4.000435,0.657524,2789.490234,3480.902344,4196.156250,173.329064,85.245496,0.095719,2.124984,0.988269,0.058003,0.067608
DC,640.014744,0.872932,3.045685,675.025029,537.063004,0.063738,3536.663654,800.397149,0.011494,6.101473,0.599948,3314.009766,3361.693359,4029.263672,175.192826,47.238507,-0.128854,2.197628,0.949397,0.078438,0.102774
DC,666.415285,0.890983,0.000000,1137.063675,341.069062,0.073042,3437.055845,1057.310377,0.059282,3.524639,0.666629,2646.439453,3433.218750,4148.472656,174.877731,70.616772,-0.001252,1.954077,0.968149,0.120524,0.123788
DC,691.434329,0.915840,2.491103,737.339793,614.607998,0.046498,3651.805838,950.668325,0.158076,3.477125,0.686988,2908.699219,3576.269531,4291.523438,174.900655,72.057807,0.069775,1.955892,0.970480,0.156301,0.164629
DC,684.176627,0.912184,1.302932,716.634547,611.473174,0.043142,3730.211773,1184.293897,0.233924,2.716316,0.688724,3242.484375,3552.427734,4506.099609,176.246354,81.239753,0.082398,1.919881,0.973590,0.132099,0.129731
DC,658.381956,0.875016,0.000000,693.972047,564.061910,0.054748,3876.217437,1046.377086,-0.291090,3.904949,0.664717,3385.535156,4100.789062,4148.472656,174.983560,61.440542,0.043747,2.123422,0.964581,0.159542,0.175733
DC,652.104933,0.900944,0.389105,682.785322,536.487767,0.058128,3609.976841,1065.819099,0.187185,3.654470,0.653587,3242.484375,3385.535156,4076.947266,175.008028,66.919306,0.011329,2.052880,0.968852,0.153945,0.183057
DC,638.108482,0.930158,0.632911,663.482191,555.262030,0.036498,2571.334989,1124.718655,0.841934,6.346643,0.626863,1764.292969,2598.755859,3266.326172,175.736829,82.299601,-0.294694,2.026773,0.978612,0.036762,0.042141
DC,687.398016,0.900119,1.119403,725.741646,306.951068,0.054093,3715.386158,950.443084,-0.465237,4.411399,0.682921,3433.218750,3623.953125,4315.365234,175.158324,69.857539,0.038019,1.963650,0.959126,0.155330,0.179216
DC,683.279812,0.915296,1.418440,708.092691,623.864136,0.032479,3655.104350,957.683589,-0.034441,4.564137,0.643207,3409.376953,3504.744141,4196.156250,175.151420,72.105425,0.069870,1.964811,0.968736,0.178951,0.169384
DC,619.373278,0.842459,2.919708,651.093506,533.724018,0.058460,3208.027364,865.607453,0.295904,4.409740,0.658715,2574.914062,3218.642578,3814.687500,174.727688,39.101103,-0.201127,1.945027,0.953661,0.064412,0.067636
DC,612.441083,0.827822,2.380952,642.447434,538.718701,0.054837,3098.518020,841.789187,0.485575,4.474765,0.612199,2551.072266,2884.857422,3790.845703,174.840953,33.979132,-0.177655,1.979295,0.947370,0.064424,0.068837
DC,612.054996,0.855762,0.000000,644.084729,540.907014,0.058525,3056.819500,845.221940,0.598540,4.813951,0.586563,2551.072266,2574.914062,3790.845703,174.591227,34.034627,-0.227599,1.995234,0.947330,0.061293,0.068047
DC,664.849954,0.897057,1.724138,691.207400,316.040731,0.056980,3148.586955,1082.564245,0.308520,3.788003,0.675873,2717.964844,2789.490234,3838.529297,174.990778,78.169850,-0.051780,1.809500,0.970225,0.049124,0.054499
DC,643.207462,0.915942,1.181102,670.132583,552.459299,0.052005,2926.111573,697.637836,1.204465,8.773541,0.518279,2646.439453,2670.281250,3218.642578,174.546414,64.795194,-0.317401,2.134855,0.965927,0.063832,0.079292
DC,643.421034,0.917333,3.162055,1228.030800,533.117052,0.080292,3041.348416,757.526510,0.944018,7.098085,0.582466,2646.439453,2670.281250,3337.851562,175.108359,64.172522,-0.184266,2.096184,0.969488,0.071249,0.084257
DC,638.818802,0.905336,4.366812,668.663754,540.425462,0.056111,3012.865234,734.000813,0.978266,7.179765,0.526184,2646.439453,2670.281250,3290.167969,175.031965,58.741215,-0.306301,2.177206,0.962348,0.079639,0.091133
DC,652.599266,0.883633,0.432900,688.713062,333.212403,0.070338,3424.816942,844.587791,-0.073195,4.375209,0.649016,2741.806641,3409.376953,4029.263672,174.711230,59.700255,-0.101950,2.065906,0.966434,0.079694,0.085567
DC,682.602947,0.904863,2.447552,707.022554,597.290198,0.040703,3694.920175,1000.466868,-0.552766,4.820837,0.695275,3337.851562,3910.054688,4196.156250,175.358828,81.488272,0.051072,1.772516,0.970440,0.073015,0.079852
DC,634.058232,0.864367,7.236842,665.377100,554.783758,0.052035,3216.228060,714.679969,0.051796,6.657925,0.598216,2861.015625,3290.167969,3314.009766,175.045416,40.825413,-0.213753,2.127625,0.950486,0.074940,0.092517
DC,630.055384,0.901527,4.145078,669.037705,545.187880,0.058572,3141.294722,724.364109,0.344778,8.685451,0.609996,2598.755859,3242.484375,3314.009766,174.917012,50.117563,-0.174084,2.078672,0.962642,0.070634,0.082239
DC,633.256623,0.917525,3.365385,665.410563,546.087638,0.057648,3199.179873,716.116843,0.348067,9.893716,0.589972,2646.439453,3266.326172,3314.009766,174.913675,54.813196,-0.115009,2.029022,0.967944,0.075725,0.086958
DC,603.045746,0.880033,6.666667,641.765129,304.365921,0.071738,2929.948912,777.581652,0.816244,7.792228,0.636412,2503.388672,2574.914062,3266.326172,174.449288,38.535144,-0.090989,1.936422,0.954641,0.057535,0.055523
DC,639.060135,0.919095,3.100775,673.382814,541.270924,0.057882,3199.543752,787.941696,-0.026933,5.751626,0.637989,2598.755859,3242.484375,3361.693359,175.496443,67.247886,0.005555,1.987797,0.973321,0.067174,0.076571
DC,627.089744,0.923545,3.240741,665.006804,540.532925,0.060544,3139.101900,722.098148,0.271896,7.529382,0.596473,2622.597656,3266.326172,3314.009766,174.999455,56.118219,-0.178535,2.019462,0.967247,0.071809,0.082334
DC,668.706807,0.903742,0.000000,718.555483,559.835195,0.063220,3376.731917,833.905110,0.167309,6.518960,0.692138,2813.332031,3504.744141,4053.105469,175.213277,65.090831,0.023123,2.197339,0.954071,0.085272,0.108882
DC,642.178893,0.888465,1.351351,1093.111057,308.344911,0.116561,3079.363288,1056.026543,0.450778,7.786048,0.589167,2646.439453,3314.009766,3886.212891,175.196675,52.184274,-0.122890,2.210659,0.950086,0.057348,0.066728
Be,708.732063,0.440527,77.966102,1196.075026,325.154256,0.234368,6590.326106,1414.564783,-0.260367,3.030198,0.830463,5555.138672,6937.962891,7510.166016,193.072214,49.500882,-0.622972,2.773747,0.901335,0.043276,0.069869
Be,646.750729,0.507110,14.634146,801.550716,307.396520,0.162456,6633.780364,1246.514555,-0.578407,4.186703,0.823786,6175.025391,6675.703125,7271.748047,174.987906,50.239358,-0.074128,2.054908,0.923304,0.049145,0.059498
Be,468.325755,0.390317,41.176471,666.561065,333.605553,0.263101,6439.840808,1224.086415,-0.644277,4.372130,0.815354,5888.923828,6699.544922,7152.539062,175.000278,52.849625,-0.106996,1.957875,0.930316,0.044050,0.052174
Be,819.025693,0.388171,55.555556,1102.450757,582.780907,0.159478,6333.046223,1230.249340,-0.547045,3.986302,0.815227,5578.980469,6389.601562,7247.906250,174.983137,35.054719,-0.248627,2.168994,0.904956,0.047474,0.061767
Be,553.035040,0.366184,33.333333,840.530264,391.115467,0.403342,6274.057118,902.593427,-0.484594,6.118187,0.765311,5984.291016,6294.234375,6747.228516,174.993258,44.373612,-0.315665,2.053933,0.914448,0.080212,0.118021
Be,492.324978,0.401256,32.142857,808.865302,301.583211,0.427203,6248.834721,889.596398,-0.640863,6.110868,0.747609,6079.658203,6270.392578,6604.177734,175.003302,40.007458,-0.281000,2.126001,0.922979,0.086242,0.106720
Be,693.687018,0.570024,17.500000,1452.810801,326.757086,0.330280,6042.952025,884.731881,-0.806609,7.067072,0.735420,5674.347656,6198.867188,6484.968750,175.019798,31.903020,-0.095018,2.061521,0.900634,0.085067,0.107764
Be,685.279516,0.367067,71.428571,933.845845,502.851380,0.313059,6316.535717,1126.051245,-0.574184,5.534024,0.752496,6079.658203,6222.708984,6580.335938,173.230190,32.391905,1.194806,7.167740,0.854860,0.033534,0.065345
Be,631.152198,0.423630,95.454545,816.313924,373.012320,0.239251,6659.637459,1593.392812,-0.186906,2.907071,0.842828,5817.398438,6842.595703,8177.736328,174.108082,28.043734,-0.050714,2.504200,0.892824,0.033646,0.043252
Be,663.194479,0.466478,56.944444,838.296166,375.781546,0.248763,6809.120875,1244.350432,-0.786834,4.063290,0.793198,6341.917969,7152.539062,7343.273438,174.991091,44.128729,-0.342463,2.293592,0.907686,0.064502,0.089148
Be,692.029951,0.381229,35.294118,804.872645,316.691436,0.219065,6823.938279,1114.722279,-1.329332,6.624762,0.736828,6675.703125,7128.697266,7247.906250,174.993808,51.027561,-0.184056,2.061231,0.932750,0.055802,0.071651
Be,701.281803,0.415613,35.483871,869.339996,354.719898,0.275767,6369.551933,1136.170505,-0.519238,4.359274,0.816811,5769.714844,6556.494141,7104.855469,174.999746,40.257441,-0.289759,2.079214,0.923218,0.064913,0.082460
Be,532.604771,0.535305,7.894737,874.025269,322.613267,0.381711,6130.102671,1006.152705,-0.429502,5.142506,0.767709,5722.031250,6318.076172,6699.544922,175.012945,30.512744,-0.152739,2.145963,0.906275,0.086852,0.102387
Be,748.040489,0.416290,46.153846,932.504481,327.678908,0.277916,6066.683228,1138.404896,-0.523948,4.680968,0.795232,5578.980469,6198.867188,6580.335938,175.026542,33.023558,-0.085882,2.062459,0.900685,0.063669,0.080137
Be,719.132923,0.401785,35.294118,928.096083,320.474287,0.298559,6128.801708,1202.774519,-0.445773,4.565653,0.806972,5602.822266,6222.708984,6580.335938,175.020076,29.663459,-0.021163,2.190946,0.895404,0.043869,0.054016
Be,459.354365,0.348316,0.000000,460.871790,457.836941,0.004672,6237.896105,1546.939189,-0.697267,3.374471,0.842654,5555.138672,6246.550781,7247.906250,175.019894,25.733596,0.179524,3.087018,0.857712,0.024027,0.033937
Be,629.887831,0.351897,0.000000,732.475118,527.300543,0.230327,6196.154865,1786.258899,-0.562899,2.858126,0.855123,5269.037109,6198.867188,7390.957031,175.067283,14.906796,-0.272571,3.223633,0.853725,0.017355,0.021311
Be,829.992911,0.365145,0.000000,839.959151,810.333559,0.020513,6621.659584,1821.312930,-0.122181,2.176472,0.849815,5006.777344,6890.279297,8416.154297,174.395061,19.311601,0.672795,4.905901,0.842735,0.025877,0.036847
Be,687.906756,0.464193,73.611111,1110.740297,337.178457,0.270880,6730.045016,1326.796411,-0.528129,2.982073,0.810869,6031.974609,7009.488281,7700.900391,175.007015,52.000207,-0.425327,2.220840,0.927165,0.094597,0.128961
Be,653.109767,0.441361,27.586207,872.930512,352.460385,0.285467,6205.749386,1406.842102,0.354179,2.574721,0.822019,5197.511719,6103.500000,7009.488281,175.014293,30.858714,-0.017022,2.340784,0.877383,0.077190,0.101612
Be,748.651156,0.470060,81.034483,870.209024,344.568737,0.244839,6098.654553,1254.563837,0.306721,3.118096,0.779577,5125.986328,6079.658203,6890.279297,174.993553,38.582353,-0.388538,2.317879,0.920036,0.086311,0.105614
Be,867.949409,0.402280,57.142857,961.711301,414.763866,0.183115,5933.179859,1359.184704,0.610735,2.988374,0.800141,4816.042969,5817.398438,6771.070312,175.011043,32.709834,-0.117026,2.341420,0.880443,0.093554,0.130943
Be,784.998984,0.401669,5.263158,1431.622716,371.556715,0.327310,6666.389652,1766.894856,-0.150992,1.850595,0.858483,5102.144531,7057.171875,8320.787109,175.002053,27.794987,0.080609,2.364485,0.869795,0.053278,0.068462
Be,578.257375,0.410703,0.000000,683.647091,316.897851,0.286087,6742.084562,1755.463344,-0.297300,2.297082,0.868485,5269.037109,7009.488281,8201.578125,175.331268,24.524954,0.124711,2.149548,0.888462,0.046386,0.058103
Be,743.040567,0.441852,27.272727,1169.014734,337.700723,0.257172,5843.736615,1701.759642,-0.006179,2.325760,0.828404,4363.048828,5412.087891,7486.324219,174.400782,24.909145,0.729986,3.987648,0.878331,0.014817,0.022371
Be,759.443652,0.477310,62.500000,877.357748,342.795269,0.183679,6280.790959,1445.876368,-0.219620,2.587687,0.819870,5078.302734,6580.335938,7200.222656,174.992429,30.244581,-0.499058,2.937129,0.864688,0.045207,0.080812
Be,670.971820,0.431954,20.689655,846.198606,329.321446,0.207542,6550.318531,1593.998852,-0.195169,2.665070,0.846054,5125.986328,6818.753906,8034.685547,175.021640,23.218137,0.318224,3.020579,0.860064,0.036498,0.050545
Be,741.994767,0.472467,50.909091,1097.916798,379.233260,0.213943,6887.579348,1331.451324,-0.761522,3.690843,0.823124,6031.974609,7247.906250,7963.160156,175.002302,36.910955,-0.264964,2.496904,0.872241,0.050720,0.074958
Be,729.628482,0.412112,13.636364,904.996856,390.996950,0.182807,6456.864209,1363.155394,-0.387498,3.265135,0.839961,5435.929688,6747.228516,7271.748047,175.002392,38.093522,-0.329095,2.540430,0.881164,0.049569,0.071808
Be,696.736499,0.447446,40.000000,1022.342661,317.941700,0.269275,6689.889714,1432.229956,-0.513291,3.681673,0.809890,6222.708984,6771.070312,7581.691406,174.993223,43.283010,-0.368723,2.143184,0.922066,0.055785,0.071679
Be,728.869587,0.476640,51.111111,855.206950,468.036456,0.167905,6407.328104,1292.997623,-0.610267,4.050570,0.746971,5888.923828,6771.070312,6914.121094,175.020413,29.543815,-0.248264,2.190926,0.899768,0.055127,0.079929
Be,668.158096,0.463063,20.454545,973.703426,325.930635,0.356207,6530.488628,1257.578676,-0.018504,4.108886,0.784807,5841.240234,6723.386719,6914.121094,175.020058,32.141563,-0.301147,2.169998,0.901996,0.097017,0.135458
Be,851.401748,0.389292,85.000000,926.460904,402.456675,0.130617,6349.926980,1227.788043,-0.397531,3.866554,0.805350,5698.189453,6651.861328,6937.962891,174.991647,31.551181,-0.192918,2.163323,0.909411,0.091040,0.119037
Be,638.289773,0.422011,13.043478,999.981149,390.292035,0.409590,5971.972246,1399.724323,0.297796,3.228068,0.826780,4863.726562,5865.082031,6794.912109,174.921491,28.828841,0.732911,5.511761,0.844008,0.061561,0.095089
Be,696.574913,0.429491,11.764706,854.708787,320.063078,0.240855,6307.759289,1857.065442,-0.217571,2.372266,0.860457,5030.619141,6675.703125,7987.001953,188.028648,38.194576,-2.580878,11.071334,0.834362,0.015031,0.027953
Be,722.055075,0.474681,60.000000,811.417606,382.914424,0.172858,6435.067969,1604.349054,-0.025635,2.282076,0.822450,4959.093750,6794.912109,7843.951172,174.377109,28.358963,-0.293865,2.411196,0.893846,0.044378,0.061284
Be,701.083213,0.544878,41.860465,844.207425,390.010096,0.200415,6678.894643,1517.180397,-0.265997,2.478593,0.797821,5125.986328,7176.380859,7796.267578,175.007481,33.201196,-0.317975,2.187400,0.915865,0.060079,0.073062
