CallType,fund,sal,voice2percent,maxfund,minfund,cvfund,meanspect,stdspect,skewspect,kurtosisspect,entropyspect,q1,q2,q3,meantime,stdtime,skewtime,kurtosistime,entropytime,rms,maxamp
Be,628.718311,0.484184,18.918919,720.924694,332.758472,0.216257,3527.615174,1537.233456,0.093139,2.755850,0.772415,1811.976562,3623.953125,4744.517578,174.514058,24.222395,0.823444,4.717754,0.863956,0.011039,0.016747
Be,693.089171,0.499222,30.952381,1270.220869,342.840596,0.319463,5354.574618,1559.253668,-0.717996,4.131440,0.788988,4982.935547,5245.195312,6508.810547,175.015565,23.018305,-0.458438,3.163565,0.854308,0.022397,0.034651
Be,649.245407,0.495023,65.217391,867.800299,342.748583,0.218254,5410.440578,1525.030341,-0.780802,4.297577,0.806104,4982.935547,5578.980469,6413.443359,175.012115,24.933608,0.010381,3.023200,0.858690,0.027033,0.040045
Be,579.761630,0.450013,18.181818,754.158541,314.929756,0.167253,5678.485083,1442.416811,-0.788284,4.473159,0.803837,5006.777344,6103.500000,6484.968750,174.985346,27.818532,-0.164543,2.624826,0.868972,0.042137,0.063783
Be,630.958406,0.463544,30.769231,721.978841,452.123166,0.124534,5306.972256,1518.569734,-0.493115,3.665076,0.821555,4625.308594,5173.669922,6413.443359,175.015763,28.354988,-0.355459,2.890527,0.861224,0.029077,0.042705
Be,628.092867,0.500907,64.000000,729.555320,337.376821,0.196927,5597.696137,1458.837895,-0.767600,4.176245,0.806730,4959.093750,5793.556641,6508.810547,175.962438,24.640255,-0.351073,2.220654,0.905161,0.048611,0.058291
Be,538.954353,0.388329,66.666667,705.150375,340.141267,0.340995,5584.183245,1863.326479,-0.680614,3.392313,0.851166,4887.568359,6008.132812,6628.019531,174.720078,20.446804,-0.415896,2.784203,0.880351,0.027706,0.038196
Be,728.477093,0.368168,100.000000,729.487018,726.974902,0.001517,5572.064037,1565.614814,-0.453120,4.186193,0.840555,4935.251953,5650.505859,6437.285156,176.429128,35.305899,-2.147600,9.811980,0.831931,0.022481,0.045225
Be,771.646439,0.359130,100.000000,807.015127,764.353904,0.020284,5637.415664,1717.852362,-0.505566,3.710646,0.852778,4816.042969,5650.505859,6628.019531,175.015174,25.551253,-0.191858,2.436062,0.877106,0.042706,0.059595
Be,503.155344,0.444010,20.833333,871.886625,344.211405,0.334877,5251.114052,1744.862112,-0.438792,3.385959,0.828675,4339.207031,5435.929688,6341.917969,174.976355,25.880519,-0.688171,3.853795,0.852752,0.022404,0.037156
Be,687.521808,0.434052,50.000000,855.814692,344.639282,0.205141,5618.537249,1540.488184,-0.893968,4.227738,0.808975,4982.935547,6055.816406,6604.177734,175.025914,27.830542,-0.556094,3.028280,0.866002,0.030555,0.051419
Be,597.377162,0.438375,54.545455,736.210759,342.665149,0.278553,5628.477285,1488.725830,-0.685007,4.434670,0.802319,5006.777344,6008.132812,6556.494141,175.019917,24.661296,-0.287420,2.369318,0.879817,0.038841,0.052496
Be,548.299410,0.383200,26.666667,681.094551,313.649781,0.178212,5632.252573,1533.474534,-0.767037,4.309023,0.819962,4839.884766,6055.816406,6580.335938,174.980829,28.726481,-0.055682,2.978271,0.854068,0.033352,0.050491
Be,703.705518,0.387435,0.000000,707.771415,698.525504,0.005418,4669.716659,1402.771198,-0.643213,3.849211,0.791840,4243.839844,4982.935547,5626.664062,175.545603,29.848254,-1.216558,6.046441,0.853919,0.020249,0.032372
Be,684.190650,0.449681,52.000000,1230.730144,453.069276,0.287417,5715.140905,1735.691878,-0.702404,3.437968,0.847405,4744.517578,6151.183594,6914.121094,175.015498,28.964040,-0.193035,2.603103,0.885078,0.037766,0.055058
Be,760.455195,0.435677,74.418605,884.569717,568.883536,0.133443,5531.993944,1809.474255,-0.847204,3.300044,0.835661,4816.042969,6127.341797,6628.019531,175.007514,27.875651,-0.208171,2.287502,0.885116,0.044201,0.059176
Be,745.002098,0.439952,84.210526,817.155095,325.244909,0.145861,5349.933291,1760.295558,-0.623350,3.216710,0.839603,4482.257812,5698.189453,6532.652344,175.020404,28.964108,-0.215811,2.460461,0.874270,0.038962,0.055271
Be,638.119694,0.470088,60.000000,1254.200615,310.023824,0.211998,5604.308721,1603.049315,-0.400786,3.673059,0.836344,4672.992188,6008.132812,6580.335938,175.011195,27.265032,-0.139216,2.312252,0.884054,0.037383,0.050726
Be,690.049029,0.459628,65.909091,820.935643,357.902498,0.164252,5406.237330,1676.784802,-0.675388,3.510884,0.839204,4649.150391,5745.873047,6437.285156,175.025708,28.087858,-0.416558,2.559186,0.876310,0.049337,0.069901
Be,776.930292,0.439254,100.000000,811.322805,698.482415,0.044002,5448.559231,1751.216922,-0.463878,3.218811,0.844700,4720.675781,5650.505859,6604.177734,174.997897,28.708140,-0.190148,2.159068,0.891757,0.049356,0.065593
Be,630.265777,0.439521,69.565217,723.444461,344.636929,0.170796,5578.526225,1791.837094,-0.274063,3.112738,0.831375,4339.207031,5769.714844,6580.335938,175.013040,25.983566,-0.188155,2.513744,0.859179,0.034112,0.052260
Be,724.436653,0.540949,74.025974,847.176822,330.180130,0.206658,5485.625830,1799.346364,-0.397826,3.285350,0.829022,4744.517578,5769.714844,6556.494141,174.999941,31.058311,-0.297866,2.399266,0.875793,0.059623,0.088216
Be,835.302597,0.392149,0.000000,1285.840101,338.556850,0.464078,5022.597324,1638.959970,-0.416986,3.677198,0.845118,4315.365234,5340.562500,6008.132812,175.004762,24.277147,0.005456,2.418866,0.868788,0.028828,0.038026
Be,608.285333,0.417558,52.941176,743.420974,305.669864,0.174644,5378.462606,1412.817012,-0.689695,4.528409,0.823911,4720.675781,5722.031250,6127.341797,175.014604,31.317989,-0.230605,2.297740,0.888249,0.037143,0.051676
Be,621.898895,0.407831,66.666667,723.125997,465.017395,0.168908,5574.824299,1364.866862,-0.574387,4.522126,0.820418,4816.042969,5817.398438,6532.652344,174.986137,28.303319,-0.179827,2.454506,0.865633,0.044538,0.066485
Be,532.598499,0.469441,51.219512,719.914089,319.918569,0.320018,5634.771707,1390.400233,-0.822149,4.413716,0.812052,4839.884766,6008.132812,6532.652344,174.999365,26.606507,-0.267500,2.554383,0.868431,0.040494,0.060777
Be,658.969434,0.401481,54.545455,1080.025477,326.623941,0.313683,5642.655238,1446.425110,-0.788425,4.256194,0.836399,4816.042969,5888.923828,6508.810547,174.990872,29.002174,-0.364796,2.285886,0.887778,0.052138,0.074774
Be,769.247178,0.482741,88.000000,851.144252,602.972975,0.119373,5301.792866,1572.657774,-0.800102,3.701063,0.814186,4816.042969,5626.664062,6389.601562,175.011664,26.324832,-0.202088,2.266929,0.882542,0.064324,0.083634
Be,745.661184,0.572767,66.666667,1205.275210,334.652475,0.219049,5433.899772,1428.978476,-0.667964,4.451502,0.810160,4935.251953,5626.664062,6198.867188,175.012845,28.910605,-0.273532,2.257884,0.878538,0.071876,0.108751
Be,791.153914,0.480341,93.877551,836.075415,320.283494,0.128113,5743.315638,1524.551073,-0.951146,4.331493,0.810841,4935.251953,6151.183594,6604.177734,175.015278,27.444077,-0.259787,2.292379,0.887695,0.070222,0.092227
Be,736.748836,0.496285,68.656716,1380.262956,315.832268,0.250920,5505.135262,1367.436677,-0.571000,4.561826,0.827944,4816.042969,5674.347656,6294.234375,175.022767,38.084989,-0.386671,2.288876,0.897260,0.068138,0.102302
Be,766.882668,0.594133,85.227273,1035.379342,344.415325,0.144191,5428.650482,1395.520417,-0.762721,4.771472,0.779768,4959.093750,5674.347656,6198.867188,175.015386,28.911645,-0.314392,2.393352,0.877151,0.077285,0.104710
Be,779.452495,0.553477,80.000000,1051.354206,317.194708,0.175110,5674.130300,1475.823939,-0.453511,4.297684,0.844932,4982.935547,5698.189453,6413.443359,175.025071,32.737818,-0.288913,2.244575,0.901953,0.092988,0.119947
Be,684.726910,0.470623,73.529412,891.453960,308.390366,0.243741,5317.948020,1326.337785,-0.235366,4.922993,0.815177,4458.416016,5602.822266,5984.291016,174.999561,24.020123,0.055265,2.384585,0.864464,0.069587,0.090254
Be,810.769490,0.446193,78.947368,848.770660,330.821954,0.143135,5258.995760,2461.830636,-0.075904,1.820944,0.871482,3361.693359,5626.664062,7510.166016,175.204043,32.691088,-1.820210,8.450631,0.849093,0.025242,0.044786
Be,521.951924,0.447439,39.130435,716.143233,344.686865,0.345982,4063.827420,1342.690212,0.060187,4.507605,0.719852,3719.320312,4219.998047,4339.207031,174.990885,29.582550,-0.589892,5.497690,0.835108,0.011489,0.025712
Be,546.736702,0.402840,53.333333,815.489314,316.230444,0.345145,4537.579883,1545.439527,-0.038004,3.272843,0.822499,3981.580078,4625.308594,5578.980469,175.001632,26.156473,-0.495934,3.318897,0.862594,0.022019,0.035527
Be,673.991635,0.477558,36.585366,1035.089714,325.069490,0.222589,5247.697696,1714.889482,-0.389196,2.809598,0.842595,4196.156250,5674.347656,6628.019531,174.995313,27.536688,-0.351644,2.662436,0.872775,0.038654,0.056787
Be,735.701257,0.403404,35.714286,1024.801332,551.212982,0.299616,3728.503899,1193.318617,0.171541,4.501026,0.766893,3337.851562,4005.421875,4243.839844,175.519940,24.810291,-0.042484,2.258021,0.901784,0.022702,0.027129
Be,557.150730,0.451076,28.571429,1057.122979,343.318961,0.366248,3401.635845,1401.254780,0.393729,3.632766,0.776090,2002.710938,3480.902344,4219.998047,173.634933,20.644955,0.201914,3.057249,0.890366,0.012625,0.017629
Be,352.884711,0.413602,22.222222,676.221647,315.549124,0.230808,3335.818952,1374.813843,0.316805,3.260268,0.762056,1811.976562,3695.478516,4076.947266,174.890395,15.148883,0.185766,2.714372,0.865482,0.012987,0.015201
Be,594.920337,0.439140,33.333333,1018.850530,359.284690,0.251597,4169.907249,1173.074232,-0.063264,4.961693,0.755944,3814.687500,4219.998047,4529.941406,175.006166,30.196233,-1.196996,5.686004,0.843444,0.022799,0.040040
Be,772.857373,0.442184,46.153846,1085.337878,358.718785,0.308058,4527.745129,1252.781535,0.160403,4.522321,0.766215,4100.789062,4339.207031,5149.828125,175.016895,28.628405,-1.151630,6.000328,0.837967,0.021521,0.039826
Be,538.378758,0.413742,0.000000,558.873472,317.164876,0.097483,3929.339354,1269.139276,0.208289,4.543167,0.735472,3409.376953,4053.105469,4339.207031,173.615971,35.208684,2.047466,10.085287,0.829800,0.012829,0.026501
Be,722.623330,0.478066,47.222222,1034.123863,345.778990,0.282434,3995.279996,1048.705075,-0.317078,5.671994,0.676379,3981.580078,4100.789062,4243.839844,174.979075,18.964265,-0.500038,2.990953,0.849595,0.030542,0.050388
Be,657.344836,0.484333,44.827586,1059.596347,359.285447,0.246795,4985.256841,1334.800650,-0.431751,4.314352,0.802049,4219.998047,4911.410156,5865.082031,175.003532,24.258786,-0.270310,2.227137,0.883952,0.039232,0.053169
Be,556.704125,0.419314,4.545455,1172.667597,309.233424,0.388085,5697.594429,1384.139509,-0.724426,4.450419,0.826161,4816.042969,5984.291016,6461.126953,175.007682,29.539267,-0.303575,2.348938,0.880542,0.052305,0.076633
Be,774.080530,0.462255,44.117647,1396.347640,307.461484,0.312544,5670.962920,1363.975248,-0.798875,4.487045,0.803021,4792.201172,5912.765625,6461.126953,174.986593,27.268345,-0.215180,2.150288,0.891758,0.043658,0.055989
Be,699.140762,0.447904,47.368421,1082.516552,357.738421,0.287120,4850.681876,1276.989494,-0.123911,4.816778,0.800752,4219.998047,4792.201172,5722.031250,175.001989,28.185087,-0.256046,2.211831,0.886707,0.033832,0.045231
Be,580.970260,0.421191,21.739130,1006.457297,330.827462,0.290328,4964.397686,1280.106900,-0.395200,4.628593,0.806736,4363.048828,5006.777344,5817.398438,174.984768,28.739088,-0.493051,2.746161,0.874409,0.032832,0.048729
Be,728.942303,0.490100,29.310345,1093.877801,305.311992,0.273521,5697.137468,1498.053708,-0.558238,4.190472,0.808055,4816.042969,5960.449219,6580.335938,174.982677,26.097574,-0.334852,2.477551,0.869481,0.055029,0.085573
Be,710.302703,0.506088,40.322581,1032.356163,315.895493,0.226323,5517.501227,1739.383542,-0.234612,3.101716,0.828986,4243.839844,5698.189453,6628.019531,174.991763,28.669477,-0.215528,2.665495,0.859499,0.050885,0.078780
Be,567.636285,0.359650,12.500000,584.418292,502.217334,0.047735,3781.349735,1305.831069,0.158366,4.007135,0.811727,3027.908203,4005.421875,4410.732422,175.010555,29.549522,-0.098651,2.457608,0.888423,0.017670,0.024045
Be,572.147359,0.389543,0.000000,580.010245,560.790788,0.013415,3505.079682,1296.325599,0.150428,3.615289,0.771381,2336.496094,3623.953125,4219.998047,175.013139,25.087036,-0.296826,2.750323,0.866831,0.015471,0.023396
Be,571.033110,0.414679,0.000000,573.398848,567.164288,0.004011,3385.428105,1331.325662,0.214871,3.495229,0.749178,2145.761719,3623.953125,4076.947266,175.434337,25.843793,-1.543917,7.521275,0.841653,0.012526,0.021445
Be,578.740263,0.458616,64.000000,677.593392,322.177686,0.269308,4529.878964,2461.457928,0.553536,2.310288,0.793203,2717.964844,4029.263672,6318.076172,174.633284,16.647632,-0.037751,3.190317,0.856123,0.011810,0.017130
Be,629.640961,0.431408,63.157895,705.614032,563.397753,0.110409,6558.944906,2406.211002,-0.606767,2.365953,0.877447,4768.359375,7581.691406,8439.996094,175.007079,21.807981,-0.173512,2.292454,0.865952,0.029340,0.042799
Be,572.529585,0.446147,20.000000,1076.183334,321.596845,0.315016,4961.289131,2160.203151,0.216768,2.461625,0.866639,3695.478516,4529.941406,6461.126953,175.001742,26.101561,-0.607732,3.960250,0.844418,0.016276,0.029226
Be,791.580127,0.454363,21.428571,814.442529,533.543470,0.088527,6252.475811,2116.593533,-0.592613,2.665852,0.850972,4744.517578,6675.703125,8010.843750,175.000370,23.772610,-0.387259,3.094225,0.845263,0.040629,0.070065
Be,616.225577,0.480074,50.000000,737.270297,344.146472,0.231120,6059.853223,1893.123031,-0.407617,2.978675,0.868625,4839.884766,6127.341797,7772.425781,175.002988,24.443184,-0.097258,2.613099,0.859997,0.033673,0.048528
Be,620.118475,0.443416,33.333333,1053.998471,348.153858,0.204111,6294.019066,1817.407208,-0.508402,2.994072,0.848993,4982.935547,6604.177734,7748.583984,175.008404,25.658604,-0.314031,2.403453,0.881192,0.043077,0.063400
Be,682.878150,0.452148,63.333333,1364.021965,588.968288,0.210659,6482.371390,1748.954581,-0.673425,3.376604,0.868077,5698.189453,6818.753906,7867.792969,174.994906,25.830760,-0.190276,2.188299,0.883317,0.048298,0.065195
Be,697.883856,0.501966,46.774194,1071.982919,353.684839,0.303238,6450.243331,1742.643785,-0.592364,3.511328,0.866053,5745.873047,6651.861328,7796.267578,175.002619,27.095151,-0.278866,2.403773,0.881475,0.048266,0.069144
Be,676.778204,0.516164,25.531915,1408.633097,353.595513,0.379618,6434.821623,1803.475341,-0.525214,3.251853,0.863258,5674.347656,6604.177734,7915.476562,175.008123,25.449055,-0.278916,2.279185,0.876458,0.044824,0.063690
Be,641.859546,0.511857,37.704918,1023.249023,350.046774,0.277031,5564.497101,1802.285150,-0.176243,3.153848,0.848415,4386.890625,5722.031250,6699.544922,174.982908,25.621641,-0.150754,2.380764,0.863030,0.030758,0.043920
Be,679.844173,0.501404,56.097561,1084.696756,353.430369,0.294074,4459.175746,1428.219596,0.150184,4.359818,0.775543,4005.421875,4363.048828,5555.138672,175.017801,23.701252,-0.165618,2.645612,0.859364,0.027183,0.041451
Be,563.960531,0.423852,28.571429,744.493034,352.182574,0.194743,4675.803020,1315.706964,-0.286321,4.520168,0.772793,4124.630859,4506.099609,5602.822266,175.024857,24.803269,-0.103310,2.178585,0.882341,0.029525,0.037528
Be,684.211899,0.472202,36.363636,850.852290,336.268414,0.194666,5636.541709,1752.571562,-0.449480,3.383981,0.861868,4601.466797,5888.923828,6651.861328,175.017456,32.743274,-0.312181,2.225103,0.894216,0.064853,0.088557
Be,691.853660,0.464982,25.000000,1365.896189,335.959053,0.392490,6057.133899,1665.798989,-0.291409,3.311468,0.849264,5030.619141,6127.341797,7319.431641,175.007264,25.185474,-0.223475,2.215523,0.873407,0.052748,0.078631
Be,611.258492,0.476775,36.585366,1028.180724,312.583068,0.367361,6148.152619,1467.805448,-0.462038,3.978194,0.822603,5626.664062,6151.183594,6937.962891,175.019063,27.169128,-0.269139,2.213412,0.882217,0.058160,0.082673
Be,753.205314,0.508087,65.384615,1064.976391,317.751379,0.208299,5796.920243,1661.550718,-0.815084,3.881041,0.811121,5149.828125,5984.291016,6651.861328,174.995981,24.697555,-0.197860,2.290084,0.880780,0.071044,0.094764
Be,753.300314,0.504208,54.545455,1279.153124,314.250981,0.258313,5579.839874,1615.759006,-0.293117,3.558713,0.847977,4482.257812,5793.556641,6580.335938,175.003450,32.783386,-0.420182,2.432857,0.882813,0.063089,0.088275
Be,658.687861,0.437286,37.931034,1059.617199,317.278930,0.369850,5749.217377,1575.851535,-0.211228,3.501904,0.837440,4649.150391,5936.607422,6628.019531,175.013274,28.312369,-0.258029,2.092922,0.900599,0.050543,0.068277
Be,814.509685,0.492206,100.000000,854.534033,687.424941,0.038854,5480.196459,1655.243595,-0.351059,3.659855,0.817298,4672.992188,5722.031250,6556.494141,175.004957,28.206003,-0.335102,2.243712,0.889447,0.077687,0.100674
Be,812.014993,0.497478,100.000000,844.564866,690.756700,0.058331,5533.617738,1728.666443,-0.367886,3.408468,0.799510,4529.941406,5865.082031,6580.335938,175.013266,27.109125,-0.190634,2.279009,0.868668,0.069896,0.099446
Be,520.217629,0.418074,45.833333,684.207206,321.714526,0.269022,5736.128463,1474.196847,-0.557834,4.204491,0.820892,4816.042969,6079.658203,6556.494141,174.998491,28.311970,-0.141682,2.248709,0.880868,0.047694,0.061433
Be,587.811027,0.381836,0.000000,589.493186,582.445589,0.004355,5571.918585,1573.401788,-0.285708,3.420996,0.843801,4529.941406,5841.240234,6604.177734,175.015723,28.625100,-0.134045,2.101311,0.892129,0.047027,0.059315
Be,607.504040,0.417906,75.000000,922.612686,307.662460,0.229691,5481.499287,1542.081157,-0.182185,3.586136,0.843925,4506.099609,5674.347656,6556.494141,175.020862,28.052537,-0.080806,2.040178,0.895454,0.044557,0.049184
Be,670.970019,0.407008,50.000000,1032.049745,350.551987,0.340490,5427.657853,1522.927678,-0.034453,3.690294,0.841660,4386.890625,5650.505859,6508.810547,174.985800,25.634169,-0.158824,2.166706,0.881025,0.049568,0.063819
Be,649.456013,0.435159,55.172414,962.648095,306.915653,0.273748,5483.497262,1544.904217,-0.162649,3.594271,0.841077,4434.574219,5793.556641,6580.335938,174.991277,27.483147,-0.093644,2.125939,0.884594,0.040703,0.049332
LT,617.642779,0.709886,19.791667,639.952758,418.647459,0.050350,4376.758934,1054.945414,-0.312305,5.594718,0.745689,3790.845703,4386.890625,4982.935547,175.023677,60.998776,0.033637,1.704361,0.953514,0.056155,0.072669
Be,675.127828,0.401835,71.428571,919.176865,447.900672,0.267887,4440.728882,2121.865764,-0.189615,1.634712,0.793689,1811.976562,4982.935547,6389.601562,175.026902,58.377159,0.031135,1.928293,0.946198,0.038999,0.040096
Be,714.174891,0.400958,61.111111,916.175335,442.654939,0.295513,5104.385733,1791.297977,-0.567319,2.944985,0.815340,4649.150391,5149.828125,6437.285156,174.964918,45.995756,0.073641,1.992081,0.926507,0.046679,0.056803
Be,803.937524,0.463815,49.090909,1207.087258,413.263753,0.256348,5033.116535,1627.294897,-0.755475,3.473062,0.778202,4768.359375,5149.828125,5865.082031,174.988145,47.474314,0.041870,2.007451,0.931358,0.051964,0.062067
Be,885.302020,0.451198,79.661017,1209.334620,438.546935,0.211755,5129.732831,1574.759083,-0.809353,3.646609,0.801366,4839.884766,5197.511719,5936.607422,175.002946,64.417501,0.052900,1.966437,0.950293,0.056841,0.064127
Be,623.831051,0.401158,63.888889,959.345399,319.271618,0.358579,4601.572276,2026.494126,-0.273853,1.988365,0.814741,1931.185547,5006.777344,6151.183594,174.986646,61.628700,0.256577,2.070324,0.943001,0.035120,0.044614
Be,674.291616,0.444788,51.851852,927.082556,358.415177,0.364876,4367.620213,2060.993819,-0.005532,1.853376,0.802030,1859.660156,4768.359375,6151.183594,175.003426,21.818793,-0.780363,5.022804,0.826421,0.022698,0.036125
Be,828.545853,0.508418,72.413793,1012.103907,368.150222,0.199456,4959.568486,1648.725824,-0.773490,3.208803,0.775360,4744.517578,5102.144531,5841.240234,174.994112,56.294185,0.031537,1.960876,0.943476,0.051488,0.053341
Be,990.344661,0.435603,89.473684,1213.537650,316.945339,0.187163,4995.256429,1657.976654,-0.770883,3.207476,0.794008,4768.359375,5149.828125,5936.607422,175.053847,67.970843,0.161440,1.920542,0.951656,0.049752,0.059434
Be,752.193091,0.507145,53.763441,1340.542298,340.848515,0.473083,3606.255153,2435.270693,0.940239,2.570510,0.828457,1716.609375,2527.230469,5340.562500,174.080158,42.490478,-0.346052,2.110406,0.943208,0.020844,0.025411
Be,765.104155,0.424411,75.000000,1336.769988,342.846442,0.423029,5044.500708,2582.507034,-0.017743,1.647154,0.858456,2503.388672,5292.878906,7677.058594,174.992959,37.014683,-0.122883,1.995371,0.913712,0.024007,0.027915
Be,975.951387,0.406414,50.000000,1390.789563,464.502147,0.266716,5735.711286,2181.835207,-0.404062,2.079453,0.887396,4386.890625,6151.183594,7653.216797,175.007719,60.962517,0.149322,1.891126,0.945822,0.050638,0.061213
Be,831.518352,0.449232,17.460317,1260.298092,340.153681,0.276858,4747.540868,1880.104102,0.014681,2.504653,0.826783,3576.269531,4982.935547,6008.132812,174.921896,65.624439,-0.081020,1.919675,0.938290,0.043224,0.050697
Be,877.911223,0.421855,13.461538,1005.096868,340.650355,0.125266,4626.933791,1794.864976,-0.045351,2.841566,0.809520,3552.427734,4982.935547,5483.613281,175.001671,61.015560,0.022712,1.909080,0.944120,0.049759,0.056378
Be,864.300478,0.428800,38.461538,929.563734,348.379909,0.148700,4614.899099,1713.929066,-0.136239,2.725463,0.816500,3814.687500,4959.093750,5459.771484,174.992812,68.385958,0.041179,1.943538,0.951265,0.048029,0.051767
Be,662.196426,0.393494,41.379310,924.351559,306.905859,0.365414,4426.280782,1702.487836,-0.049888,2.749774,0.816583,3004.066406,4625.308594,5388.246094,175.621207,72.089642,0.013557,1.954489,0.957678,0.044525,0.049779
Be,761.253374,0.414076,61.111111,903.516491,336.410106,0.280668,4377.180122,1775.492512,0.006184,2.411226,0.817853,2646.439453,4601.466797,5435.929688,175.325542,68.934222,0.051801,1.886411,0.957845,0.043600,0.047340
Be,788.945986,0.424173,77.419355,1336.748910,343.731147,0.403190,5044.500631,2582.505642,-0.017750,1.647147,0.858455,2503.388672,5292.878906,7677.058594,175.002570,36.943931,-0.130846,2.002613,0.913560,0.024005,0.028228
Be,863.659590,0.428865,41.666667,928.935044,348.284199,0.155339,4614.918211,1713.916955,-0.136217,2.725478,0.816495,3814.687500,4959.093750,5459.771484,175.074222,68.180146,0.032986,1.934164,0.955521,0.050193,0.051953
Be,773.657339,0.414074,63.888889,903.529259,336.395418,0.268453,4377.186402,1775.476171,0.006192,2.411183,0.817848,2646.439453,4601.466797,5435.929688,175.289539,69.037323,0.050313,1.885098,0.961029,0.044384,0.047216
Be,790.621271,0.456339,93.846154,994.143211,325.452495,0.263549,4928.301434,2114.331925,-0.086137,1.866824,0.850818,2980.224609,5435.929688,7033.330078,174.702196,58.253780,-0.364132,2.437079,0.927906,0.024105,0.035166
Be,875.526253,0.441232,41.176471,1025.257380,324.438938,0.199820,5947.083161,1727.891906,-0.767545,2.905167,0.845542,4529.941406,6699.544922,7200.222656,174.996147,54.063715,-0.127489,2.126804,0.931299,0.056331,0.070142
Be,856.006185,0.426278,17.647059,1068.303035,302.127451,0.289445,5575.553420,1728.159805,-0.353579,2.609655,0.862652,4124.630859,6008.132812,7009.488281,175.345707,49.409444,-0.172879,1.966458,0.946425,0.058553,0.064087
Be,789.828777,0.456414,91.176471,992.748764,325.718027,0.262827,4928.024673,2114.523193,-0.086410,1.867228,0.850861,2980.224609,5435.929688,7033.330078,174.910476,57.228138,-0.448092,2.311491,0.942702,0.026540,0.035164
Be,806.045880,0.546358,88.524590,992.953301,332.145142,0.277079,4602.484631,2564.562988,0.133469,1.472577,0.780562,1811.976562,3862.371094,7534.007812,174.906201,19.180480,0.120752,2.400479,0.878602,0.013794,0.016391
Be,890.889785,0.486688,92.045455,976.459985,310.283217,0.203841,4738.879886,2613.380673,0.031555,1.413194,0.793515,1931.185547,4506.099609,7581.691406,174.858760,37.652893,0.038936,2.041398,0.924070,0.015321,0.017319
Be,874.850052,0.445916,88.888889,983.134228,333.628622,0.191008,5083.266456,2696.801679,-0.197771,1.359359,0.784067,1955.027344,5769.714844,7581.691406,175.012374,40.370509,-0.065441,2.342538,0.904910,0.013286,0.016050
Be,780.193995,0.447816,88.888889,958.092192,437.033202,0.271586,4872.335231,2651.052431,-0.172995,1.339165,0.798135,1788.134766,5412.087891,7510.166016,175.263396,34.784981,-0.064351,2.099504,0.914784,0.011201,0.013106
Be,914.886734,0.465077,87.755102,993.666453,311.180368,0.173796,4399.862871,2496.841384,0.270049,1.660400,0.833352,1955.027344,4267.681641,6747.228516,174.865121,25.528002,0.150573,2.068050,0.914925,0.018639,0.019789
Be,583.341853,0.496933,44.000000,1044.202271,433.885301,0.340156,1700.958812,627.790048,3.220238,21.332133,0.622473,1358.982422,1502.033203,1788.134766,174.836151,15.661036,-0.064224,2.530229,0.864187,0.008870,0.011340
Be,653.903508,0.495249,63.934426,1397.815906,341.597554,0.358472,3747.404959,2570.115635,0.642957,1.979883,0.823019,1454.349609,2646.439453,6532.652344,174.999794,35.576696,0.410664,2.922987,0.889319,0.014651,0.019032
Be,857.860618,0.429162,83.606557,940.349454,322.670719,0.158135,4942.240179,2090.502802,0.010787,2.580935,0.845139,3743.162109,5245.195312,6651.861328,176.079225,70.238828,-0.323946,2.088069,0.968466,0.031615,0.038261
Be,583.895946,0.608560,12.849162,701.674515,334.821493,0.231384,3466.512246,1249.281236,0.355579,4.275759,0.731238,2646.439453,3480.902344,4196.156250,171.893516,56.608243,0.400333,2.578676,0.940812,0.016970,0.021169
Be,618.881032,0.442822,0.000000,738.798478,362.570302,0.264706,2845.731858,1007.468345,0.778213,5.121328,0.752240,2193.445312,2861.015625,3337.851562,175.015244,30.245455,-2.060651,7.859553,0.829808,0.006028,0.011676
Be,541.797441,0.387477,0.000000,762.892488,338.985971,0.363625,3065.133549,1370.713595,0.730435,4.586676,0.797411,2074.236328,3075.591797,3409.376953,175.258722,17.219361,-1.651316,6.167725,0.832310,0.004833,0.007516
Be,637.446339,0.440381,6.944444,824.863128,346.906673,0.209429,4925.320435,1686.663713,-0.024493,2.827764,0.872452,3933.896484,4839.884766,6008.132812,175.033061,64.313237,-0.175038,2.138820,0.948650,0.025113,0.032251
Be,840.931479,0.373110,15.000000,961.874972,432.141503,0.202555,5715.516927,1933.485632,-0.209171,2.494908,0.870434,4506.099609,6341.917969,6890.279297,174.614643,70.011285,0.278107,2.300379,0.957427,0.031900,0.042611
Be,767.013938,0.367931,0.000000,772.809590,761.627680,0.004679,4456.947020,2433.762902,0.700338,2.250444,0.887721,2598.755859,3743.162109,6771.070312,175.264219,26.435051,-0.280855,2.710848,0.896245,0.011162,0.014399
Be,705.600798,0.442926,11.594203,910.829798,332.978878,0.246780,3923.844593,1314.557346,0.225737,4.003008,0.845837,3075.591797,4053.105469,4672.992188,172.320580,66.179402,-0.280656,2.413144,0.947943,0.017725,0.024051
Be,445.351612,0.433661,0.000000,449.064289,437.336937,0.007281,2804.735562,1531.216445,1.087955,4.859676,0.796468,1764.292969,2670.281250,3528.585938,175.050131,46.890059,-1.789225,5.543532,0.863619,0.003706,0.006723
